PCA1,PCA2,date
1.3493198928734003,0.2754388713749385,2/1/24
1.3604987947987373,0.7217968541744134,2/1/24
1.5916836918749238,-0.4862127549596689,2/1/24
1.544420881462021,1.361006548407839,2/1/24
1.6186973074919195,-0.9907170526924641,2/1/24
2.219037768076852,0.31961605826050477,2/1/24
1.7878245792911602,-0.582783135874138,2/1/24
1.7102262943541073,-0.3203643438901919,2/1/24
1.9063617140088287,0.8918447002346235,2/1/24
1.8109209131666957,0.31400703848867123,2/1/24
1.0758239485560266,-0.4414311961104365,2/1/24
1.5411051141817893,0.6238215308356396,2/1/24
1.1164340846137284,0.91356090320478,2/1/24
1.6996647713681894,0.21732817895565548,2/1/24
2.1109005734420174,0.04144313408531938,2/1/24
2.2991177176985653,-0.826227130565958,2/1/24
1.8232125781439361,0.22646685945418216,2/1/24
2.1045517326395258,-0.2901202690304754,2/1/24
2.247839438649895,-0.1541187966491691,2/1/24
1.2378187677958365,-0.15264122718903572,2/1/24
1.8594030308857084,-0.17420882741427113,2/1/24
1.960504476104953,-0.034978972729963594,2/1/24
1.9452163229695179,0.07061329183883615,2/1/24
2.033336291962699,-0.010853134354539334,2/1/24
1.8283469544287323,0.9288413167202403,2/1/24
1.7615462056430176,1.3630596640463548,2/1/24
2.210515922970255,-0.42396627212564614,2/1/24
1.8434783538346384,0.5155708668826582,2/1/24
2.451526565995297,0.18618471661885555,2/1/24
0.42720305092361327,0.4497122000818767,6/1/23
-1.275710045090623,0.46150319220278424,6/1/23
-1.1685158840592402,1.9182586260091254,6/1/23
0.8273748320979106,-0.5003577585846686,6/1/23
-0.8365401418206715,1.3442899435410045,6/1/23
-0.8556952857714879,0.07870762397873564,6/1/23
-1.031770951524588,0.3839244030352052,6/1/23
-0.9983119330603518,0.07260196551219598,6/1/23
-1.018609701127019,-0.034426193472831865,6/1/23
-0.6686626442893074,0.8011999914531239,6/1/23
-1.1323736624933018,1.1989560795475471,6/1/23
-1.1032721795497158,0.5991671187733179,6/1/23
-1.436837703319675,0.8179669037899943,6/1/23
-1.3089457033825505,1.4081648085115965,6/1/23
-1.069588143287163,1.476386191249332,6/1/23
-0.9975675595852342,0.17225896171707222,6/1/23
-1.36446760654078,0.7760706689136472,6/1/23
-0.5813235289648987,0.3667972891075293,6/1/23
-0.7744753264086656,0.8221165692289044,6/1/23
-1.1509167714323394,0.8701139248481166,6/1/23
-0.8366614955499693,0.5505063637045534,6/1/23
-0.30812515659886974,0.2852590928846325,6/1/23
-1.610377795793348,1.3593178072650578,6/1/23
-0.37404497093096106,1.0976014953846471,6/1/23
-1.4029629638976873,0.9390441601024083,6/1/23
-0.9173652563863993,1.0865897054211795,6/1/23
-1.4371837115223534,1.2474160195075803,6/1/23
-0.9313272245950045,0.7083005649755529,6/1/23
-1.4011727542346328,1.4725216579974434,6/1/23
-1.1040009355213551,1.4196422048127866,6/1/23
-1.0932642361377545,0.2659349189984395,8/1/23
-1.0661451332871004,-0.6761621075051025,8/1/23
-1.1290019180614348,-0.7912317752022603,8/1/23
-0.9337767023184883,-0.9385271125473632,8/1/23
-0.9428271199534346,-0.8438145499209734,8/1/23
-0.7752525790640065,-0.7964166204629155,8/1/23
-1.0283781752266932,-1.176440361148212,8/1/23
-1.1760795689241652,-0.577627480964837,8/1/23
-1.535853505475125,-0.6225980593310568,8/1/23
-1.0865509429211075,-1.4864004990584865,8/1/23
-1.422435093926383,-0.9625450656277141,8/1/23
-0.33631905877033313,-0.9351853470826036,8/1/23
-0.9549071588635224,-1.8699731641345414,8/1/23
-1.2513014330482026,-1.3468520360602876,8/1/23
0.4926915784338844,-1.46319081768337,8/1/23
-1.1395352022933043,-0.9674193687642023,8/1/23
-0.09861738541875077,-0.8580874605644615,8/1/23
-0.95312204552135,-0.5637073082817008,8/1/23
-0.9422030762217386,-0.6341927171675884,8/1/23
-1.2887263781777214,-1.1512644941404981,8/1/23
-0.1394054930954405,-1.3222589664772229,8/1/23
-0.2129402042648625,-1.211416762064998,8/1/23
-0.7867191861456868,-1.5255606428752146,8/1/23
-0.13511370031577383,-0.9575654504695095,8/1/23
0.02512562999596256,-1.2076727923796842,8/1/23
-0.2120621614429147,-1.0973681848928594,8/1/23
-1.2229623030021306,0.08040985181146898,8/1/23
-0.3294847937299742,-0.5015238825964048,8/1/23
-1.2272029800242827,-0.8220279400260005,8/1/23
-1.3047352083644208,-0.7709028048768425,8/1/23
